date,c_open,c_high,c_low,n_close,n_adj_close,adj_sum_5,adj_sum_10,adj_sum_15,adj_sum_20,adj_sum_25,adj_sum_30,label,closing_price_for_label
2019-04-11,1.826484,1.826484,-0.399543,-1.162135,-1.162135,1.111872,1.908676,2.360731,3.034514,3.37728,3.566054,-1,86.27226976826637
2019-04-12,1.440922,1.521614,-0.149856,-0.97032,-0.97032,1.6,2.408069,3.083958,3.66775,4.239096,4.394905,-1,85.43515299540078
2019-04-15,0.299298,0.483481,-0.230229,0.138329,0.138329,0.971567,1.826868,2.653774,3.264411,3.881958,4.062009,0,85.55333418686416
2019-04-16,1.578642,1.625073,-0.116077,-0.828825,-0.828825,1.218804,2.184562,3.130973,3.778903,4.481478,4.697039,-1,84.84424703808389
2019-04-17,1.782131,1.994571,-0.21244,-1.648288,-1.648288,1.994571,3.458043,4.42425,5.135135,5.86505,6.182242,-1,83.44576960576724
2019-04-18,0.379957,0.498694,-1.721681,-0.601912,-0.601912,1.809546,3.48967,4.602232,5.303966,6.097587,6.573357,-1,82.94349954204787
2019-04-22,-0.463458,0.641711,-0.594177,-0.083116,-0.083116,1.276292,3.007724,4.140226,5.020796,5.751893,6.42921,0,82.87456051369425
2019-04-23,-0.740306,0.79906,-0.822562,1.128936,1.128936,-0.27027,1.400705,2.539757,3.524089,4.275717,4.990459,1,83.81016161277932
2019-04-24,-0.875759,0.735638,-1.494629,0.634548,0.634548,-1.018216,0.401681,1.522653,2.554297,3.313895,4.083366,1,84.34197697436453
2019-04-25,-1.277918,0.092102,-1.726917,1.424568,1.424568,-1.918029,-1.212296,-0.025328,0.918144,1.661985,2.404498,1,85.54348575424221
2019-04-26,-0.114482,0.160275,-0.69834,0.564126,0.564126,-1.751574,-1.795077,-0.729632,0.202633,0.874184,1.621244,1,86.02605895271766
2019-04-29,-0.240165,0.240165,-0.594694,0.103034,0.103034,-1.100183,-1.817246,-0.94541,-0.108646,0.635407,1.294048,0,86.1146948463152
2019-04-30,-1.351199,0.32654,-1.587659,1.566789,1.566789,-1.790339,-3.113388,-2.486957,-1.755433,-0.998536,-0.365354,1,87.46393011552212
2019-05-01,0.577511,0.871928,-1.019137,-0.563,-0.563,-0.6296,-2.320236,-1.965802,-1.317518,-0.563017,0.053618,-1,86.9715084844247
2019-05-02,-0.953556,0.033655,-1.245232,0.939871,0.939871,-1.043303,-2.735024,-2.840476,-2.197667,-1.539152,-0.9558,1,87.7889283920464
2019-05-03,-0.03349,0.31257,-0.502344,0.493606,0.493606,-1.03148,-2.614423,-3.170351,-2.658518,-2.039741,-1.536057,0,88.22225942741213
2019-05-06,-1.830283,0.221852,-2.118691,0.636303,0.636303,-1.056018,-2.564615,-3.531152,-3.206323,-2.700388,-2.167499,1,88.78362008686318
2019-05-07,0.537695,1.153803,-0.593704,-0.976151,-0.976151,0.022404,-1.137,-2.400956,-2.236474,-1.804862,-1.253501,-1,87.91695801613173
2019-05-08,0.022472,0.52809,-0.235955,-0.302453,-0.302453,0.480899,-0.459551,-1.891386,-1.924157,-1.569888,-1.031461,0,87.65105033533914
2019-05-09,0.226912,0.226912,-1.64511,-0.966292,-0.966292,1.2344,0.656909,-0.676197,-0.995008,-0.623553,-0.14598,-1,86.80408512985159
2019-05-10,-0.905695,0.362278,-2.535945,0.215566,0.215566,0.733613,0.551342,-0.579645,-1.166648,-0.878071,-0.42228,0,86.9912053496686
