date,c_open,c_high,c_low,n_close,n_adj_close,adj_sum_5,adj_sum_10,adj_sum_15,adj_sum_20,adj_sum_25,adj_sum_30,label,closing_price_for_label
2019-04-11,0.194932,0.243665,-0.462963,-0.097371,-0.097371,-0.44347,-1.349629,-2.091708,-2.367002,-2.862803,-3.414723,0,40.457014422176435
2019-04-12,-0.556901,0.072639,-0.847458,0.633528,0.633528,-0.644068,-1.600557,-2.377835,-2.855595,-3.153813,-3.828739,1,40.71332104375942
2019-04-15,-1.101005,0.04787,-1.244615,1.162228,1.162228,-1.273337,-2.328865,-3.051904,-3.724144,-3.997009,-4.674168,1,41.18650249898956
2019-04-16,-0.309745,0.500357,-1.096021,0.454763,0.454763,-1.277103,-2.306409,-3.086257,-3.874364,-4.175625,-4.831548,0,41.37380349168482
2019-04-17,-1.010101,0.164435,-1.597369,1.429593,1.429593,-1.968522,-3.143058,-4.049762,-4.840909,-5.223994,-5.847043,1,41.96528031072249
2019-04-18,0.730615,0.942729,-0.919161,-0.32887,-0.32887,-0.989866,-2.347396,-3.384222,-4.221842,-4.650328,-5.202479,0,41.82726905294703
2019-04-22,0.619048,0.97619,-0.333333,-1.013434,-1.013434,0.357143,-0.971429,-2.041317,-2.914368,-3.508306,-3.913739,-1,41.4033773326367
2019-04-23,-0.04763,0.476304,-0.666825,-0.02381,-0.02381,0.481067,-0.64301,-1.717869,-2.532303,-3.268297,-3.650771,0,41.393519385652745
2019-04-24,0.430108,0.955795,-0.262843,-0.333413,-0.333413,0.759857,-0.117085,-1.097571,-1.916312,-2.727017,-3.124073,0,41.25550812787729
2019-04-25,-1.118099,2.049849,-1.910086,2.580645,2.580645,-1.607268,-2.198928,-3.172607,-4.042599,-4.832564,-5.283512,1,42.32016640214509
2019-04-26,1.973073,2.042711,-0.487465,0.349406,0.349406,-1.648097,-2.065924,-3.096565,-4.04351,-4.86319,-5.348835,0,42.4680356069045
2019-04-29,-0.644419,0.115075,-1.242808,0.858867,0.858867,-1.818182,-2.405063,-3.456847,-4.437319,-5.28706,-5.910028,1,42.83277964531107
2019-04-30,0.068918,0.298645,-1.12566,0.18412,0.18412,-1.291064,-2.182403,-3.202389,-4.218929,-5.042617,-5.790562,0,42.91164322118276
2019-05-01,0.138185,0.875173,-0.27637,-0.252699,-0.252699,-0.317826,-1.600645,-2.59174,-3.584754,-4.433858,-5.256519,0,42.80320580435919
2019-05-02,1.570926,1.735053,-0.679953,-1.773376,-1.773376,1.350528,0.194607,-0.58773,-1.565064,-2.46,-3.281399,-1,42.04414388659418
