date,c_open,c_high,c_low,n_close,n_adj_close,adj_sum_5,adj_sum_10,adj_sum_15,adj_sum_20,adj_sum_25,adj_sum_30,label,closing_price_for_label
2017-01-03,-0.717703,0.023923,-1.244019,0.820068,0.820068,-0.545455,-0.5,-0.467305,-0.773923,-1.152164,-1.314196,1,37.88771459130214
2017-01-04,0.552221,0.768307,-0.144058,-0.358852,-0.358852,-0.168067,-0.146459,-0.14886,-0.292917,-0.772149,-0.872106,0,37.751753893007994
2017-01-05,-0.215569,0.263473,-0.526946,0.240096,0.240096,-0.234731,-0.364072,-0.389621,-0.390419,-0.952335,-1.050708,0,37.842394358537426
2017-01-06,-0.095831,0.167705,-0.479157,-0.023952,-0.023952,-0.143747,-0.299473,-0.281105,-0.31265,-0.7954,-0.969749,0,37.83333031198449
2017-01-09,-0.217812,0.629235,-0.266215,-1.006229,-1.006229,0.803485,0.658277,0.695386,0.741772,0.324298,0.080802,-1,37.452640356760874
2017-01-10,0.974659,0.974659,-0.438596,-0.677638,-0.677638,1.120858,1.208577,1.268681,1.312135,1.075049,0.752103,-1,37.19884705327847
2017-01-11,-0.487211,0.170524,-0.535932,0.024366,0.024366,0.803898,1.047503,1.143321,1.183922,1.092326,0.699147,0,37.207911099831406
2017-01-12,0.14652,0.21978,-0.3663,-0.243605,-0.243605,0.659341,1.186813,1.274725,1.332112,1.376313,0.928775,0,37.11727063430198
2017-01-13,0.293542,0.391389,-0.464775,-0.17094,-0.17094,0.410959,1.183953,1.335616,1.465264,1.509785,1.144814,0,37.05382230843138
2017-01-17,-0.921883,0.194081,-1.018923,0.831703,0.831703,-0.465793,0.291121,0.446385,0.588307,0.695779,0.395439,1,37.36199989123144
2017-01-18,-0.096876,0.21797,-0.363284,0.16982,0.16982,-0.513442,-0.002422,0.226043,0.363284,0.456285,0.300315,0,37.425448217102044
2017-01-19,0.0,0.364609,-0.26738,-0.363284,-0.363284,-0.106952,0.238211,0.515314,0.664803,0.748663,0.708151,0,37.2894875188079
2017-01-20,-0.121007,0.290416,-0.459826,0.43753,0.43753,-0.36302,-0.302517,0.06615,0.18514,0.267183,0.329945,0,37.452640356760874
2017-01-23,-0.289645,0.16896,-0.531016,0.266215,0.266215,-0.362056,-0.642047,-0.226889,-0.097755,0.022206,0.074825,0,37.55234486884325
2017-01-24,-1.026253,0.167064,-1.026253,1.134444,1.134444,-1.155131,-1.618138,-1.276054,-1.176611,-1.066348,-0.974543,1,37.978355056831575
2017-01-25,-0.42735,0.308642,-0.522317,0.52506,0.52506,-1.277303,-1.875594,-1.741057,-1.631054,-1.547009,-1.482273,0,38.17776408099632
2017-01-26,0.52619,0.717532,-0.047835,-0.735992,-0.735992,-0.224827,-0.966276,-0.987005,-0.87778,-0.803635,-0.758989,-1,37.89677863785509
2017-01-27,1.109771,1.206273,-0.072376,-0.861038,-0.861038,0.704463,0.014475,-0.175312,-0.00965,0.037636,0.078006,-1,37.570472961949136
2017-01-30,-0.19333,0.241663,-0.410826,-0.168878,-0.168878,0.850652,0.304495,-0.064443,0.132914,0.188497,0.260996,0,37.50702463607853
2017-01-31,-0.433005,0.28867,-0.505172,0.459159,0.459159,0.230936,-0.069762,-0.481116,-0.311523,-0.267501,-0.195654,0,37.679241520584455
2017-02-01,0.63015,0.969462,-0.024237,-0.74573,-0.74573,0.567135,0.673776,0.302149,0.372031,0.448861,0.515431,-1,37.398256077443214
2017-02-02,0.024155,0.217391,-0.362319,0.339312,0.339312,0.028986,0.396135,0.019324,0.002415,0.088889,0.153784,0,37.52515272918442
2017-02-03,0.096293,0.60183,-0.192585,0.338164,0.338164,-0.264805,0.110737,-0.223078,-0.359894,-0.233991,-0.193388,0,37.652049380925625
2017-02-06,-0.072185,0.264678,-0.384986,0.048146,0.048146,-0.226179,0.09384,-0.162015,-0.4295,-0.285852,-0.24222,0,37.67017747403151
2017-02-07,-0.477327,0.190931,-0.548926,0.818094,0.818094,-0.878282,-0.718377,-0.863962,-1.168258,-1.052983,-1.023866,1,37.978355056831575
2017-02-08,-0.26178,0.309376,-0.428367,0.286396,0.286396,-0.799619,-1.025702,-1.031255,-1.333889,-1.314612,-1.273203,0,38.08712361546689
2017-02-09,1.866667,1.866667,-1.284848,-1.832461,-1.832461,0.979394,0.686061,0.833939,0.532121,0.488727,0.540606,-1,37.38919203089027
2017-02-10,1.084278,1.527846,-0.073928,-1.624242,-1.624242,2.173484,2.134056,2.377197,2.146378,2.032528,2.134056,-1,36.78190091184308
2017-02-13,0.369276,0.516987,-0.295421,0.098571,0.098571,1.610044,1.846381,2.143443,2.013786,1.821763,1.953061,0,36.818157098054854
2017-02-14,-0.370096,0.172712,-0.764866,-0.221566,-0.221566,1.159635,1.815939,2.144913,2.155194,1.969899,2.102969,0,36.73658067907837
2017-02-15,-0.049456,0.469832,-0.098912,-0.222058,-0.222058,0.603363,1.839763,2.095285,2.277448,2.137488,2.218101,0,36.65500426010188
2017-02-16,-1.57767,0.194175,-1.699029,1.879327,1.879327,-1.276699,-0.087379,0.113269,0.398058,0.267961,0.296117,1,37.34387179812556
2017-02-17,-0.242542,0.315304,-0.436575,0.072816,0.072816,-1.033228,-0.235266,0.004851,0.314092,0.222168,0.181098,0,37.371063937784385
2017-02-21,-0.62711,0.096479,-0.62711,0.557846,0.557846,-1.177038,-0.812832,-0.537064,-0.238784,-0.277858,-0.39717,1,37.57953700850208
